transfer_id,player_name,player_page_url,player_image_url,player_position,player_age,player_value_in_euros,season,player_nationalities,old_club_name,old_league_name,new_club_name,new_league_name,transfer_fee_in_euros
66,João Cancelo,https://www.transfermarkt.co.uk/joao-cancelo/profil/spieler/182712,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Right-Back,,João Cancelo,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
67,Aymeric Laporte,https://www.transfermarkt.co.uk/aymeric-laporte/profil/spieler/176553,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Back,,Ay0000eric Laporte,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
68,Edinson Cavani,https://www.transfermarkt.co.uk/edinson-cavani/profil/spieler/48280,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Forward,,Edinson Cavani,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
69,Dominic Solanke,https://www.transfermarkt.co.uk/dominic-solanke/profil/spieler/258889,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Forward,,Do0000inic Solanke,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
70,Mason Mount,https://www.transfermarkt.co.uk/mason-mount/profil/spieler/346483,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Attacking Midfield,,Mason Mount,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
71,Sandro Tonali,https://www.transfermarkt.co.uk/sandro-tonali/profil/spieler/397033,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Defensive Midfield,,Sandro Tonali,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
72,Christian Pulisic,https://www.transfermarkt.co.uk/christian-pulisic/profil/spieler/315779,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Right Winger,,Christian Pulisic,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
73,Pierre-Emerick Aubameyang,https://www.transfermarkt.co.uk/pierre-emerick-aubameyang/profil/spieler/58864,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Forward,,Pierre-E0000erick Auba0000eyang,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
74,Raheem Sterling,https://www.transfermarkt.co.uk/raheem-sterling/profil/spieler/134425,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Left Winger,,Rahee0000 Sterling,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
75,Luka Jović,https://www.transfermarkt.co.uk/luka-jovic/profil/spieler/257462,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Forward,,Luka Jović,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
76,Ángel Di María,https://www.transfermarkt.co.uk/angel-di-maria/profil/spieler/45320,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Right Winger,,Ángel Di María,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
77,Alisson,https://www.transfermarkt.co.uk/alisson/profil/spieler/105470,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Goalkeeper,,Alisson,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
78,Roméo Lavia,https://www.transfermarkt.co.uk/romeo-lavia/profil/spieler/628451,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Defensive Midfield,,Ro0000éo Lavia,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
79,Leny Yoro,https://www.transfermarkt.co.uk/leny-yoro/profil/spieler/923831,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Back,,Leny Yoro,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
80,Matheus Nunes,https://www.transfermarkt.co.uk/matheus-nunes/profil/spieler/601883,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Central Midfield,,Matheus Nunes,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
81,Tanguy Ndombélé,https://www.transfermarkt.co.uk/tanguy-ndombele/profil/spieler/450936,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Central Midfield,,Tanguy Ndo0000bélé,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
82,Moussa Diaby,https://www.transfermarkt.co.uk/moussa-diaby/profil/spieler/395516,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Right Winger,,Moussa Diaby,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
83,Pedro Neto,https://www.transfermarkt.co.uk/pedro-neto/profil/spieler/487465,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Right Winger,,Pedro Neto,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
84,Christopher Nkunku,https://www.transfermarkt.co.uk/christopher-nkunku/profil/spieler/344381,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Attacking Midfield,,Christopher Nkunku,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
85,Manuel Ugarte,https://www.transfermarkt.co.uk/manuel-ugarte/profil/spieler/476701,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Defensive Midfield,,Manuel Ugarte,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
86,Otávio,https://www.transfermarkt.co.uk/otavio/profil/spieler/231289,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Attacking Midfield,,Otávio,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
87,Malcom,https://www.transfermarkt.co.uk/malcom/profil/spieler/323704,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Right Winger,,Malco0000,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
88,Jérémy Doku,https://www.transfermarkt.co.uk/jeremy-doku/profil/spieler/486049,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Left Winger,,Jéré0000y Doku,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
89,Erling Haaland,https://www.transfermarkt.co.uk/erling-haaland/profil/spieler/418560,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Forward,,Erling Haaland,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
90,Miralem Pjanic,https://www.transfermarkt.co.uk/miralem-pjanic/profil/spieler/44162,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Central Midfield,,Mirale0000 Pjanic,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
91,Naby Keïta,https://www.transfermarkt.co.uk/naby-keita/profil/spieler/302215,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Central Midfield,,Naby Keïta,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
92,Diego Costa,https://www.transfermarkt.co.uk/diego-costa/profil/spieler/44779,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Forward,,Diego Costa,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
93,Oscar,https://www.transfermarkt.co.uk/oscar/profil/spieler/85314,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Attacking Midfield,,Oscar,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
94,Anthony Martial,https://www.transfermarkt.co.uk/anthony-martial/profil/spieler/182877,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Forward,,Anthony Martial,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
95,Luís Figo,https://www.transfermarkt.co.uk/luis-figo/profil/spieler/3446,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Right Winger,,Luís Figo,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
96,João Neves,https://www.transfermarkt.co.uk/joao-neves/profil/spieler/670681,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Defensive Midfield,,João Neves,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
97,Amadou Onana,https://www.transfermarkt.co.uk/amadou-onana/profil/spieler/485706,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Defensive Midfield,,A0000adou Onana,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
98,Fred,https://www.transfermarkt.co.uk/fred/profil/spieler/191614,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Central Midfield,,Fred,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
99,Ben White,https://www.transfermarkt.co.uk/ben-white/profil/spieler/335721,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Right-Back,,Ben White,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
100,Fernando Torres,https://www.transfermarkt.co.uk/fernando-torres/profil/spieler/7767,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Forward,,Fernando Torres,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
101,Richarlison,https://www.transfermarkt.co.uk/richarlison/profil/spieler/378710,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Forward,,Richarlison,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
102,Raphinha,https://www.transfermarkt.co.uk/raphinha/profil/spieler/411295,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Right Winger,,Raphinha,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
103,Benjamin Mendy,https://www.transfermarkt.co.uk/benjamin-mendy/profil/spieler/157495,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Left-Back,,Benja0000in Mendy,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
104,Lisandro Martínez,https://www.transfermarkt.co.uk/lisandro-martinez/profil/spieler/480762,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Back,,Lisandro Martínez,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
105,Jorginho,https://www.transfermarkt.co.uk/jorginho/profil/spieler/102017,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Defensive Midfield,,Jorginho,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
106,Hernán Crespo,https://www.transfermarkt.co.uk/hernan-crespo/profil/spieler/3410,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Forward,,Hernán Crespo,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
107,Raheem Sterling,https://www.transfermarkt.co.uk/raheem-sterling/profil/spieler/134425,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Left Winger,,Rahee0000 Sterling,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
108,Hulk,https://www.transfermarkt.co.uk/hulk/profil/spieler/80562,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Forward,,Hulk,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
109,John Stones,https://www.transfermarkt.co.uk/john-stones/profil/spieler/186590,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Back,,John Stones,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
110,Dani Olmo,https://www.transfermarkt.co.uk/dani-olmo/profil/spieler/293385,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Attacking Midfield,,Dani Ol0000o,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
111,Moussa Diaby,https://www.transfermarkt.co.uk/moussa-diaby/profil/spieler/395516,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Right Winger,,Moussa Diaby,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
112,Rúben Neves,https://www.transfermarkt.co.uk/ruben-neves/profil/spieler/225161,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Defensive Midfield,,Rúben Neves,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
113,Brennan Johnson,https://www.transfermarkt.co.uk/brennan-johnson/profil/spieler/470607,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Right Winger,,Brennan Johnson,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
114,Ferran Torres,https://www.transfermarkt.co.uk/ferran-torres/profil/spieler/398184,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Left Winger,,Ferran Torres,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
115,Aaron Wan-Bissaka,https://www.transfermarkt.co.uk/aaron-wan-bissaka/profil/spieler/477758,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Right-Back,,Aaron Wan-Bissaka,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
116,Michael Olise,https://www.transfermarkt.co.uk/michael-olise/profil/spieler/566723,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Right Winger,,Michael Olise,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
117,Timo Werner,https://www.transfermarkt.co.uk/timo-werner/profil/spieler/170527,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Left Winger,,Ti0000o Werner,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
118,Alexandre Lacazette,https://www.transfermarkt.co.uk/alexandre-lacazette/profil/spieler/93720,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Forward,,Alexandre Lacazette,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
119,Gianluigi Buffon,https://www.transfermarkt.co.uk/gianluigi-buffon/profil/spieler/5023,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Goalkeeper,,Gianluigi Buffon,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
120,Kyle Walker,https://www.transfermarkt.co.uk/kyle-walker/profil/spieler/95424,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Right-Back,,Kyle Walker,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
121,Aleksandar Mitrovic,https://www.transfermarkt.co.uk/aleksandar-mitrovic/profil/spieler/51152,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Forward,,Aleksandar Mitrovic,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
122,Gabriel Jesus,https://www.transfermarkt.co.uk/gabriel-jesus/profil/spieler/363205,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Forward,,Gabriel Jesus,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
123,Cristian Romero,https://www.transfermarkt.co.uk/cristian-romero/profil/spieler/355915,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Back,,Cristian Ro0000ero,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
124,Leroy Sané,https://www.transfermarkt.co.uk/leroy-sane/profil/spieler/192565,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Right Winger,,Leroy Sané,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
125,Douglas Luiz,https://www.transfermarkt.co.uk/douglas-luiz/profil/spieler/447661,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Central Midfield,,Douglas Luiz,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
126,João Palhinha,https://www.transfermarkt.co.uk/joao-palhinha/profil/spieler/257455,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Defensive Midfield,,João Palhinha,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
127,André Onana,https://www.transfermarkt.co.uk/andre-onana/profil/spieler/234509,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Goalkeeper,,André Onana,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
128,Ben Chilwell,https://www.transfermarkt.co.uk/ben-chilwell/profil/spieler/316125,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Left-Back,,Ben Chilwell,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
129,Désiré Doué,https://www.transfermarkt.co.uk/desire-doue/profil/spieler/914562,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Left Winger,,Désiré Doué,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
130,Min-jae Kim,https://www.transfermarkt.co.uk/min-jae-kim/profil/spieler/503482,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Back,,Min-jae Ki0000,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
131,Ousmane Dembélé,https://www.transfermarkt.co.uk/ousmane-dembele/profil/spieler/288230,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Right Winger,,Ous0000ane De0000bélé,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
132,Matheus Cunha,https://www.transfermarkt.co.uk/matheus-cunha/profil/spieler/517894,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Forward,,Matheus Cunha,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
133,Jules Koundé,https://www.transfermarkt.co.uk/jules-kounde/profil/spieler/411975,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Back,,Jules Koundé,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
134,Luis Díaz,https://www.transfermarkt.co.uk/luis-diaz/profil/spieler/480692,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Left Winger,,Luis Díaz,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
135,Mauro Icardi,https://www.transfermarkt.co.uk/mauro-icardi/profil/spieler/68863,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Forward,,Mauro Icardi,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
136,Thomas Partey,https://www.transfermarkt.co.uk/thomas-partey/profil/spieler/230784,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Defensive Midfield,,Tho0000as Partey,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
137,Éder Militão,https://www.transfermarkt.co.uk/eder-militao/profil/spieler/401530,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Back,,Éder Militão,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
138,Sébastien Haller,https://www.transfermarkt.co.uk/sebastien-haller/profil/spieler/181375,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Forward,,Sébastien Haller,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
139,Bernardo Silva,https://www.transfermarkt.co.uk/bernardo-silva/profil/spieler/241641,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Attacking Midfield,,Bernardo Silva,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
140,Alex Teixeira,https://www.transfermarkt.co.uk/alex-teixeira/profil/spieler/66515,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Left Winger,,Alex Teixeira,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
141,Rafael Leão,https://www.transfermarkt.co.uk/rafael-leao/profil/spieler/357164,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Left Winger,,Rafael Leão,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
