transfer_id,player_name,player_page_url,player_image_url,player_position,player_age,player_value_in_euros,season,player_nationalities,old_club_name,old_league_name,new_club_name,new_league_name,transfer_fee_in_euros
142,David Luiz,https://www.transfermarkt.co.uk/david-luiz/profil/spieler/46741,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Back,,David Luiz,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
143,Gylfi Sigurdsson,https://www.transfermarkt.co.uk/gylfi-sigurdsson/profil/spieler/90466,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Attacking Midfield,,Gylfi Sigurdsson,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
144,Kalvin Phillips,https://www.transfermarkt.co.uk/kalvin-phillips/profil/spieler/351749,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Defensive Midfield,,Kalvin Phillips,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
145,Leroy Sané,https://www.transfermarkt.co.uk/leroy-sane/profil/spieler/192565,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Right Winger,,Leroy Sané,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
146,Ferland Mendy,https://www.transfermarkt.co.uk/ferland-mendy/profil/spieler/291417,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Left-Back,,Ferland Mendy,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
147,Gaizka Mendieta,https://www.transfermarkt.co.uk/gaizka-mendieta/profil/spieler/7603,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Right Midfield,,Gaizka Mendieta,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
148,Endrick,https://www.transfermarkt.co.uk/endrick/profil/spieler/971570,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Forward,,Endrick,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
149,Max Kilman,https://www.transfermarkt.co.uk/max-kilman/profil/spieler/525247,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Back,,Max Kil0000an,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
150,Cole Palmer,https://www.transfermarkt.co.uk/cole-palmer/profil/spieler/568177,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Attacking Midfield,,Cole Pal0000er,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
151,Mesut Özil,https://www.transfermarkt.co.uk/mesut-ozil/profil/spieler/35664,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Attacking Midfield,,Mesut Özil,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
152,Bremer,https://www.transfermarkt.co.uk/bremer/profil/spieler/516716,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Back,,Bre0000er,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
153,Fabinho,https://www.transfermarkt.co.uk/fabinho/profil/spieler/225693,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Defensive Midfield,,Fabinho,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
154,Christian Benteke,https://www.transfermarkt.co.uk/christian-benteke/profil/spieler/50201,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Forward,,Christian Benteke,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
155,Christian Vieri,https://www.transfermarkt.co.uk/christian-vieri/profil/spieler/5797,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Forward,,Christian Vieri,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
156,James Maddison,https://www.transfermarkt.co.uk/james-maddison/profil/spieler/294057,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Attacking Midfield,,Ja0000es Maddison,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
157,Rio Ferdinand,https://www.transfermarkt.co.uk/rio-ferdinand/profil/spieler/3235,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Back,,Rio Ferdinand,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
158,Anthony Gordon,https://www.transfermarkt.co.uk/anthony-gordon/profil/spieler/503733,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Left Winger,,Anthony Gordon,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
159,Nathan Aké,https://www.transfermarkt.co.uk/nathan-ake/profil/spieler/177476,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Back,,Nathan Aké,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
160,Matthijs de Ligt,https://www.transfermarkt.co.uk/matthijs-de-ligt/profil/spieler/326031,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Back,,Matthijs de Ligt,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
161,Riccardo Calafiori,https://www.transfermarkt.co.uk/riccardo-calafiori/profil/spieler/502821,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Back,,Riccardo Calafiori,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
162,Lucas Hernández,https://www.transfermarkt.co.uk/lucas-hernandez/profil/spieler/281963,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Left-Back,,Lucas Hernández,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
163,Marco Verratti,https://www.transfermarkt.co.uk/marco-verratti/profil/spieler/102558,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Central Midfield,,Marco Verratti,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
164,Axel Disasi,https://www.transfermarkt.co.uk/axel-disasi/profil/spieler/386047,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Back,,Axel Disasi,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
165,Bradley Barcola,https://www.transfermarkt.co.uk/bradley-barcola/profil/spieler/708265,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Left Winger,,Bradley Barcola,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
166,Robert Lewandowski,https://www.transfermarkt.co.uk/robert-lewandowski/profil/spieler/38253,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Forward,,Robert Lewandowski,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
167,Matheus Nunes,https://www.transfermarkt.co.uk/matheus-nunes/profil/spieler/601883,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Central Midfield,,Matheus Nunes,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
168,Hirving Lozano,https://www.transfermarkt.co.uk/hirving-lozano/profil/spieler/316889,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Left Winger,,Hirving Lozano,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
169,Rodrygo,https://www.transfermarkt.co.uk/rodrygo/profil/spieler/412363,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Right Winger,,Rodrygo,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
170,Youri Tielemans,https://www.transfermarkt.co.uk/youri-tielemans/profil/spieler/249565,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Central Midfield,,Youri Tiele0000ans,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
171,Mateo Kovacic,https://www.transfermarkt.co.uk/mateo-kovacic/profil/spieler/51471,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Central Midfield,,Mateo Kovacic,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
172,Fabinho,https://www.transfermarkt.co.uk/fabinho/profil/spieler/225693,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Defensive Midfield,,Fabinho,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
173,Vinicius Junior,https://www.transfermarkt.co.uk/vinicius-junior/profil/spieler/371998,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Left Winger,,Vinicius Junior,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
174,Granit Xhaka,https://www.transfermarkt.co.uk/granit-xhaka/profil/spieler/111455,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Defensive Midfield,,Granit Xhaka,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
175,Eliaquim Mangala,https://www.transfermarkt.co.uk/eliaquim-mangala/profil/spieler/90681,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Back,,Eliaqui0000 Mangala,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
176,James Rodríguez,https://www.transfermarkt.co.uk/james-rodriguez/profil/spieler/88103,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Attacking Midfield,,Ja0000es Rodríguez,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
177,Ronaldo,https://www.transfermarkt.co.uk/ronaldo/profil/spieler/3140,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Forward,,Ronaldo,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
178,Pavel Nedved,https://www.transfermarkt.co.uk/pavel-nedved/profil/spieler/3603,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Left Midfield,,Pavel Nedved,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
179,João Mário,https://www.transfermarkt.co.uk/joao-mario/profil/spieler/149729,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Left Winger,,João Mário,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
180,Juan Mata,https://www.transfermarkt.co.uk/juan-mata/profil/spieler/44068,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Attacking Midfield,,Juan Mata,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
181,Diogo Jota,https://www.transfermarkt.co.uk/diogo-jota/profil/spieler/340950,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Left Winger,,Diogo Jota,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
182,Nemanja Matic,https://www.transfermarkt.co.uk/nemanja-matic/profil/spieler/74683,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Defensive Midfield,,Ne0000anja Matic,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
183,Federico Chiesa,https://www.transfermarkt.co.uk/federico-chiesa/profil/spieler/341092,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Left Winger,,Federico Chiesa,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
184,Ian Maatsen,https://www.transfermarkt.co.uk/ian-maatsen/profil/spieler/485585,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Left-Back,,Ian Maatsen,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
185,Nicolás Otamendi,https://www.transfermarkt.co.uk/nicolas-otamendi/profil/spieler/54781,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Back,,Nicolás Ota0000endi,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
186,Enzo Fernández,https://www.transfermarkt.co.uk/enzo-fernandez/profil/spieler/648195,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Central Midfield,,Enzo Fernández,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
187,Harvey Barnes,https://www.transfermarkt.co.uk/harvey-barnes/profil/spieler/398065,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Left Winger,,Harvey Barnes,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
188,Andriy Shevchenko,https://www.transfermarkt.co.uk/andriy-shevchenko/profil/spieler/3522,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Forward,,Andriy Shevchenko,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
189,Joelinton,https://www.transfermarkt.co.uk/joelinton/profil/spieler/333241,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Central Midfield,,Joelinton,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
190,Mohammed Kudus,https://www.transfermarkt.co.uk/mohammed-kudus/profil/spieler/543499,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Attacking Midfield,,Moha00000000ed Kudus,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
191,Achraf Hakimi,https://www.transfermarkt.co.uk/achraf-hakimi/profil/spieler/398073,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Right-Back,,Achraf Haki0000i,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
192,Julian Draxler,https://www.transfermarkt.co.uk/julian-draxler/profil/spieler/85148,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Left Winger,,Julian Draxler,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
193,Radamel Falcao,https://www.transfermarkt.co.uk/radamel-falcao/profil/spieler/39152,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Forward,,Rada0000el Falcao,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
194,Robinho,https://www.transfermarkt.co.uk/robinho/profil/spieler/15511,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Left Winger,,Robinho,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
195,Lucas Paquetá,https://www.transfermarkt.co.uk/lucas-paqueta/profil/spieler/444523,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Attacking Midfield,,Lucas Paquetá,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
196,Juan Sebastián Verón,https://www.transfermarkt.co.uk/juan-sebastian-veron/profil/spieler/3143,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Central Midfield,,Juan Sebastián Verón,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
197,Joshua Zirkzee,https://www.transfermarkt.co.uk/joshua-zirkzee/profil/spieler/435648,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Forward,,Joshua Zirkzee,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
198,Dayot Upamecano,https://www.transfermarkt.co.uk/dayot-upamecano/profil/spieler/344695,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Back,,Dayot Upa0000ecano,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
199,Alexis Sánchez,https://www.transfermarkt.co.uk/alexis-sanchez/profil/spieler/40433,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Forward,,Alexis Sánchez,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
200,Bruno Guimarães,https://www.transfermarkt.co.uk/bruno-guimaraes/profil/spieler/520624,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Defensive Midfield,,Bruno Gui0000arães,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
201,Alexis Mac Allister,https://www.transfermarkt.co.uk/alexis-mac-allister/profil/spieler/534033,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Central Midfield,,Alexis Mac Allister,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
202,Cody Gakpo,https://www.transfermarkt.co.uk/cody-gakpo/profil/spieler/434675,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Left Winger,,Cody Gakpo,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
203,Paulinho,https://www.transfermarkt.co.uk/paulinho/profil/spieler/57229,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Central Midfield,,Paulinho,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
204,Patrik Schick,https://www.transfermarkt.co.uk/patrik-schick/profil/spieler/242086,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Forward,,Patrik Schick,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
205,Leonardo Bonucci,https://www.transfermarkt.co.uk/leonardo-bonucci/profil/spieler/39983,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Back,,Leonardo Bonucci,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
206,Mohamed Salah,https://www.transfermarkt.co.uk/mohamed-salah/profil/spieler/148455,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Right Winger,,Moha0000ed Salah,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
207,Davinson Sánchez,https://www.transfermarkt.co.uk/davinson-sanchez/profil/spieler/341429,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Back,,Davinson Sánchez,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
208,Henrikh Mkhitaryan,https://www.transfermarkt.co.uk/henrikh-mkhitaryan/profil/spieler/55735,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Central Midfield,,Henrikh Mkhitaryan,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
209,Jackson Martínez,https://www.transfermarkt.co.uk/jackson-martinez/profil/spieler/74418,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Forward,,Jackson Martínez,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
210,Thiago Silva,https://www.transfermarkt.co.uk/thiago-silva/profil/spieler/29241,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Back,,Thiago Silva,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
211,Javier Pastore,https://www.transfermarkt.co.uk/javier-pastore/profil/spieler/55215,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Attacking Midfield,,Javier Pastore,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
212,Kalidou Koulibaly,https://www.transfermarkt.co.uk/kalidou-koulibaly/profil/spieler/93128,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Centre-Back,,Kalidou Koulibaly,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
213,Vitinha,https://www.transfermarkt.co.uk/vitinha/profil/spieler/487469,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Central Midfield,,Vitinha,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
214,Malcom,https://www.transfermarkt.co.uk/malcom/profil/spieler/323704,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Right Winger,,Malco0000,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
215,Corentin Tolisso,https://www.transfermarkt.co.uk/corentin-tolisso/profil/spieler/190393,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Central Midfield,,Corentin Tolisso,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
216,Rui Costa,https://www.transfermarkt.co.uk/rui-costa/profil/spieler/3624,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Attacking Midfield,,Rui Costa,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
217,Archie Gray,https://www.transfermarkt.co.uk/archie-gray/profil/spieler/922693,"data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==",Central Midfield,,Archie Gray,MISSING VALUE,[],MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE,MISSING VALUE
